merchant;scraping_date;city_name;hotel_name;star;Starting_period;Ending_period;Camera;Price 1;Price 2;Price 3;Price 4;Price 5;currency
trivago;2020-05-25;AMALFI;Villa Nina;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;AMALFI;Grazioso Appartamento Vista Mare;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;AMALFI;Amalfi Hills Country Hotel;;13/07/2020;19/07/2020;camere familiari;152;152;152;151;;eur
trivago;2020-05-25;AMALFI;Casa Martina;;13/07/2020;19/07/2020;camere familiari;153;153;153;;;eur
trivago;2020-05-25;AMALFI;Il Paridà;;13/07/2020;19/07/2020;camere familiari;156;156;156;156;156;eur
trivago;2020-05-25;AMALFI;Lemon Garden;;13/07/2020;19/07/2020;camere familiari;160;160;160;;;eur
trivago;2020-05-25;AMALFI;Casa Sul Porto;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;AMALFI;Amalfi Centro La Casa Del Saraceno;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;AMALFI;Appartamento Manuela;;13/07/2020;19/07/2020;camere familiari;164;164;;;;eur
trivago;2020-05-25;AMALFI;Villa Rina;;13/07/2020;19/07/2020;camere familiari;166;166;176;176;166;eur
trivago;2020-05-25;AMALFI;The Amalfi Hill Top House - For Families & Groups;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;AMALFI;La Finestra Sul Mare;;13/07/2020;19/07/2020;camere familiari;171;171;;;;eur
trivago;2020-05-25;AMALFI;Il Cuore Di Amalfi;;13/07/2020;19/07/2020;camere familiari;173;173;173;;;eur
trivago;2020-05-25;AMALFI;Casa Franziska;;13/07/2020;19/07/2020;camere familiari;177;177;177;;;eur
trivago;2020-05-25;AMALFI;Villa Paolillo - For Mountain Walks And Sea Views;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;AMALFI;La Pergola;3;13/07/2020;19/07/2020;camere familiari;180;180;193;199;180;eur
trivago;2020-05-25;AMALFI;Apartments Amalfi City Centre;;13/07/2020;19/07/2020;camere familiari;181;181;195;;;eur
trivago;2020-05-25;AMALFI;Villa Matilde Amalfi;;13/07/2020;19/07/2020;camere familiari;183;183;;;;eur
trivago;2020-05-25;AMALFI;Casa Panoramica;;13/07/2020;19/07/2020;camere familiari;183;183;201;;;eur
trivago;2020-05-25;AMALFI;Amalfi Coast Domus Tovere offerta speciale 2018!;;13/07/2020;19/07/2020;camere familiari;184;184;184;;;eur
trivago;2020-05-25;JESOLO;Taormina;;13/07/2020;19/07/2020;camere familiari;98;98;102;102;98;eur
trivago;2020-05-25;JESOLO;Bed And Breakfast Ca Dolce Jesolo;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;JESOLO;Camera Quadrupla In Concorso Agricolo;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;JESOLO;Antiche Mura;;13/07/2020;19/07/2020;camere familiari;150;150;150;150;150;eur
trivago;2020-05-25;JESOLO;Petite Maison;;13/07/2020;19/07/2020;camere familiari;153;153;153;;;eur
trivago;2020-05-25;JESOLO;Villa Cristina N.1;;13/07/2020;19/07/2020;camere familiari;153;153;178;;;eur
trivago;2020-05-25;JESOLO;Numero Uno;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;JESOLO;Villa Cristina N. 12;;13/07/2020;19/07/2020;camere familiari;163;168;168;;;eur
trivago;2020-05-25;JESOLO;Jesolo Venice 2 Bedrooms Apartment;;13/07/2020;19/07/2020;camere familiari;168;168;168;;;eur
trivago;2020-05-25;JESOLO;Margherita;;13/07/2020;19/07/2020;camere familiari;182;182;182;;;eur
trivago;2020-05-25;JESOLO;Hotel Trevi;3;13/07/2020;19/07/2020;camere familiari;193;193;193;193;193;eur
trivago;2020-05-25;JESOLO;Villa Dei Dogi 2;;13/07/2020;19/07/2020;camere familiari;193;193;;;;eur
trivago;2020-05-25;JESOLO;Villa Magnolia;;13/07/2020;19/07/2020;camere familiari;200;200;200;;;eur
trivago;2020-05-25;JESOLO;Apartment Villa Cristina N. 5;;13/07/2020;19/07/2020;camere familiari;212;212;212;;;eur
trivago;2020-05-25;JESOLO;Appartamento Piazza Mazzini;;13/07/2020;19/07/2020;camere familiari;255;255;255;;;eur
trivago;2020-05-25;JESOLO;Residence & Villa Sorriso;;13/07/2020;19/07/2020;camere familiari;327;327;327;327;327;eur
trivago;2020-05-25;JESOLO;Park Maracaibo;4;13/07/2020;19/07/2020;camere familiari;401;425;401;401;401;eur
trivago;2020-05-25;JESOLO;Hotel Residence Progresso;;13/07/2020;19/07/2020;camere familiari;182;886;202;;;eur
trivago;2020-05-25;RIMINI;i-Suite Design Hotel;5;13/07/2020;19/07/2020;camere familiari;549;549;549;1.070;1.070;eur
trivago;2020-05-25;RIMINI;Grand Hotel Rimini;5;13/07/2020;19/07/2020;camere familiari;552;552;576;582;552;eur
trivago;2020-05-25;RIMINI;Villa Dina;3;13/07/2020;19/07/2020;camere familiari;63;63;63;;;eur
trivago;2020-05-25;RIMINI;Vannucci;3;13/07/2020;19/07/2020;camere familiari;69;69;69;69;69;eur
trivago;2020-05-25;RIMINI;Hotel Colombo;3;13/07/2020;19/07/2020;camere familiari;72;72;80;80;80;eur
trivago;2020-05-25;RIMINI;Trinidad;3;13/07/2020;19/07/2020;camere familiari;73;73;112;112;73;eur
trivago;2020-05-25;RIMINI;Losanna;3;13/07/2020;19/07/2020;camere familiari;74;74;74;114;114;eur
trivago;2020-05-25;RIMINI;Ca' Vanni;3;13/07/2020;19/07/2020;camere familiari;75;75;75;277;277;eur
trivago;2020-05-25;RIMINI;Hotel Sanremo;3;13/07/2020;19/07/2020;camere familiari;76;76;76;82;82;eur
trivago;2020-05-25;RIMINI;La Gioiosa;3;13/07/2020;19/07/2020;camere familiari;73;77;77;87;87;eur
trivago;2020-05-25;RIMINI;Laika;2;13/07/2020;19/07/2020;camere familiari;73;77;73;79;79;eur
trivago;2020-05-25;RIMINI;Magriv;3;13/07/2020;19/07/2020;camere familiari;77;77;77;188;178;eur
trivago;2020-05-25;RIMINI;Berna B&B Youth People;;13/07/2020;19/07/2020;camere familiari;79;79;79;;;eur
trivago;2020-05-25;RIMINI;Nives;3;13/07/2020;19/07/2020;camere familiari;72;84;72;152;152;eur
trivago;2020-05-25;RIMINI;Panama Majestic;4;13/07/2020;19/07/2020;camere familiari;85;85;139;139;85;eur
trivago;2020-05-25;RIMINI;Hotel Laguna Blu;3;13/07/2020;19/07/2020;camere familiari;83;85;83;83;83;eur
trivago;2020-05-25;RIMINI;Hotel Stella d'Italia;3;13/07/2020;19/07/2020;camere familiari;75;85;85;110;101;eur
trivago;2020-05-25;RIMINI;Villa Lauda;1;13/07/2020;19/07/2020;camere familiari;85;85;104;104;101;eur
trivago;2020-05-25;RIMINI;Marilonda;3;13/07/2020;19/07/2020;camere familiari;87;87;96;126;126;eur
trivago;2020-05-25;RIMINI;Spiaggia Marconi;3;13/07/2020;19/07/2020;camere familiari;87;88;88;94;87;eur
trivago;2020-05-25;RIMINI;Residence Algarve;2;13/07/2020;19/07/2020;camere familiari;88;88;96;;;eur
trivago;2020-05-25;RIMINI;Hotel Arcangelo;3;13/07/2020;19/07/2020;camere familiari;83;89;83;108;97;eur
trivago;2020-05-25;RIMINI;Hotel Lily;3;13/07/2020;19/07/2020;camere familiari;89;89;95;95;89;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Eight Hotel Paraggi;5;13/07/2020;19/07/2020;camere familiari;2.210;2.210;2.210;2.210;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;58 Via Somalia;;13/07/2020;19/07/2020;camere familiari;85;85;85;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Relax Nel Tigullio;;13/07/2020;19/07/2020;camere familiari;104;104;108;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Casa Del Cuore;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;A Due Passi Dal Mare;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Le 2 Cocche Agridomus Citra010054-lt-0123;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;La Violara Three Room Apartment;;13/07/2020;19/07/2020;camere familiari;122;122;141;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Appartamento Per Vacanze San Siro;;13/07/2020;19/07/2020;camere familiari;123;123;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Nicolina;;13/07/2020;19/07/2020;camere familiari;144;144;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Andromeda Primo Piano.panorama, Parcheggio E Wifi;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Centralissimo,con Aria Condizionata;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Le Camarelle Codice Citra 010054-lt-0431;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Noah Andrea Cod.citra 010046-lt-0131;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Le Camarelle;;13/07/2020;19/07/2020;camere familiari;164;164;164;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Casa S. Margherita Monte Portofino;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Romeo;;13/07/2020;19/07/2020;camere familiari;171;171;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Casetta A Grigoa Un Tuffo Nel Verde - B&b.;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Seaview, Pool And Relax;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Appartamento S. Margherita L.;;13/07/2020;19/07/2020;camere familiari;200;200;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Sunflower Apartment;;13/07/2020;19/07/2020;camere familiari;200;200;218;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Mattias House. Relax In A Historical Building;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Mattias House;;13/07/2020;19/07/2020;camere familiari;215;215;215;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Luna Sui Tetti;;13/07/2020;19/07/2020;camere familiari;216;216;216;;;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;La Mansarda Di San Lorenzo;;13/07/2020;19/07/2020;camere familiari;221;221;221;221;221;eur
trivago;2020-05-25;SANTA MARGHERITA LIGURE;Residenza Orso Cod Citra 010054-lt-0053;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;TAORMINA;Hotel NH Collection Taormina;5;13/07/2020;19/07/2020;camere familiari;496;496;590;646;574;eur
trivago;2020-05-25;TAORMINA;Grand Hotel San Pietro;5;13/07/2020;19/07/2020;camere familiari;676;829;676;676;676;eur
trivago;2020-05-25;TAORMINA;Hotel El Jebel;5;13/07/2020;19/07/2020;camere familiari;847;847;972;972;847;eur
trivago;2020-05-25;TAORMINA;VOI Grand Hotel Mazzaró Sea Palace;5;13/07/2020;19/07/2020;camere familiari;1.430;1.430;1.430;1.430;1.430;eur
trivago;2020-05-25;TAORMINA;The Ashbee Hotel;5;13/07/2020;19/07/2020;camere familiari;1.560;1.560;1.560;1.560;1.560;eur
trivago;2020-05-25;TAORMINA;Hotel Metropole Taormina;5;13/07/2020;19/07/2020;camere familiari;1.785;1.785;1.785;1.785;1.785;eur
trivago;2020-05-25;TAORMINA;Appartamento Taormina Trappitello;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;TAORMINA;Taormina Casa Sarina;;13/07/2020;19/07/2020;camere familiari;72;72;92;;;eur
trivago;2020-05-25;TAORMINA;Casa Sul Mare;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;TAORMINA;Villa Carmelas;;13/07/2020;19/07/2020;camere familiari;84;84;113;;;eur
trivago;2020-05-25;TAORMINA;Taormina Stochkolm;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;TAORMINA;Acqua Verde Cristallina;;13/07/2020;19/07/2020;camere familiari;81;84;;;;eur
trivago;2020-05-25;TAORMINA;Sicily In Love - Rooms&breakfast;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;TAORMINA;Sicily In Love;;13/07/2020;19/07/2020;camere familiari;90;90;97;97;97;eur
trivago;2020-05-25;TAORMINA;Taormina Residence Gardenia Moderno Appt X4 New!;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;TAORMINA;Al Chiaro Di Luna;;13/07/2020;19/07/2020;camere familiari;94;94;94;94;94;eur
trivago;2020-05-25;TAORMINA;Casa Nino Lo Monaco A Taormina;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;TAORMINA;Hotel Inn Taormina;3;13/07/2020;19/07/2020;camere familiari;97;97;102;107;97;eur
trivago;2020-05-25;TAORMINA;Ikebana;;13/07/2020;19/07/2020;camere familiari;98;98;;;;eur
trivago;2020-05-25;TAORMINA;Casa Taormina;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;TAORMINA;Taormina Castle View;;13/07/2020;19/07/2020;camere familiari;101;101;;;;eur
trivago;2020-05-25;TAORMINA;Casa Aurora;;13/07/2020;19/07/2020;camere familiari;105;105;105;162;;eur
trivago;2020-05-25;TAORMINA;Taormina Family Apartment;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;TAORMINA;Casamalva;;13/07/2020;19/07/2020;camere familiari;109;109;109;;;eur
trivago;2020-05-25;TAORMINA;Fico Dindia Holiday Apartments;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABETONE;Gli Abeti;;13/07/2020;19/07/2020;camere familiari;51;51;51;;;eur
trivago;2020-05-25;ABETONE;Appartamento Val Di Luce Abetone;;13/07/2020;19/07/2020;camere familiari;70;70;;;;eur
trivago;2020-05-25;ABETONE;Residence Cristallo;;13/07/2020;19/07/2020;camere familiari;73;73;73;;;eur
trivago;2020-05-25;ABETONE;Val Di Luce Fra Natura, Sport E Relax;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABETONE;La Casetta Allabetone Loft Mansarda;;13/07/2020;19/07/2020;camere familiari;78;78;86;;;eur
trivago;2020-05-25;ABETONE;Grazioso Monolocale Per Vacanza Estiva E Invernale;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABETONE;Appartamento In Residence Esclusivo;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABETONE;Val Di Luce - Foemina 78;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABETONE;Appartamento Valentina;;13/07/2020;19/07/2020;camere familiari;96;96;96;;;eur
trivago;2020-05-25;ABETONE;Appartamento Val Di Luce, Abetone;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABETONE;Casa Con Vista Boscolungo;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABETONE;Casa Con Vista Allabetone;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABETONE;Appartamento Ciliegio Le Regine;;13/07/2020;19/07/2020;camere familiari;105;105;105;;;eur
trivago;2020-05-25;ABETONE;Villa Micheletti;;13/07/2020;19/07/2020;camere familiari;111;111;111;;;eur
trivago;2020-05-25;ABETONE;Appartamento Per 5 Persone Val Di Luce (residence Foemina);;13/07/2020;19/07/2020;camere familiari;114;114;120;;;eur
trivago;2020-05-25;ABETONE;Val Di Luce - Interno 19;;13/07/2020;19/07/2020;camere familiari;117;117;117;;;eur
trivago;2020-05-25;ABETONE;Bucaneve;;13/07/2020;19/07/2020;camere familiari;127;127;127;;;eur
trivago;2020-05-25;ABETONE;Appartamento Serena;;13/07/2020;19/07/2020;camere familiari;127;127;127;;;eur
trivago;2020-05-25;ABETONE;Appartamento Serena Abetone;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABETONE;Discovering Apartment Abetone;;13/07/2020;19/07/2020;camere familiari;130;135;130;;;eur
trivago;2020-05-25;ABETONE;Locanda Farinati;;13/07/2020;19/07/2020;camere familiari;133;150;150;150;133;eur
trivago;2020-05-25;ABETONE;Val Di Luce - Abetone Appartamento Da Favola;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABETONE;Val Di Luce Foemina Rb;;13/07/2020;19/07/2020;camere familiari;155;155;155;;;eur
trivago;2020-05-25;ABETONE;Hotel Abetone e Piramidi;4;13/07/2020;19/07/2020;camere familiari;157;157;157;;;eur
trivago;2020-05-25;BARDONECCHIA;Bilocale Sulle Piste Da Sci;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;BARDONECCHIA;Les Lacs;3;13/07/2020;19/07/2020;camere familiari;90;90;120;;;eur
trivago;2020-05-25;BARDONECCHIA;Baite 10-11;;13/07/2020;19/07/2020;camere familiari;94;94;;;;eur
trivago;2020-05-25;BARDONECCHIA;Scoiattolo;;13/07/2020;19/07/2020;camere familiari;110;110;;;;eur
trivago;2020-05-25;BARDONECCHIA;Cianfuran;3;13/07/2020;19/07/2020;camere familiari;114;114;114;;;eur
trivago;2020-05-25;BARDONECCHIA;Hotel Jafferau;4;13/07/2020;19/07/2020;camere familiari;122;122;135;;;eur
trivago;2020-05-25;BARDONECCHIA;Bianca;1;13/07/2020;19/07/2020;camere familiari;124;124;124;124;124;eur
trivago;2020-05-25;BARDONECCHIA;Appartamento Vicino Campo Smith Bardonecchia;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;BARDONECCHIA;Luxury Apartment With View;;13/07/2020;19/07/2020;camere familiari;141;141;141;;;eur
trivago;2020-05-25;BARDONECCHIA;Europa;2;13/07/2020;19/07/2020;camere familiari;142;142;149;149;142;eur
trivago;2020-05-25;BARDONECCHIA;Chalet Della Guida;;13/07/2020;19/07/2020;camere familiari;162;162;174;174;162;eur
trivago;2020-05-25;BARDONECCHIA;Casa Paola;;13/07/2020;19/07/2020;camere familiari;173;173;173;;;eur
trivago;2020-05-25;BARDONECCHIA;Incantevole Alloggio, Posizione Ideale!;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;BARDONECCHIA;Bardonecchia Vicinissimo Alle Piste;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;BARDONECCHIA;Cà Fiore;4;13/07/2020;19/07/2020;camere familiari;186;186;186;186;186;eur
trivago;2020-05-25;BARDONECCHIA;Bardonecchia Sci E Relax;;13/07/2020;19/07/2020;camere familiari;229;229;229;;;eur
trivago;2020-05-25;BARDONECCHIA;Bardonecchia Appartamento Xl;;13/07/2020;19/07/2020;camere familiari;246;246;;;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Miramonti Majestic Grand;5;13/07/2020;19/07/2020;camere familiari;579;582;695;695;582;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Grand Hotel Savoia;5;13/07/2020;19/07/2020;camere familiari;808;808;808;808;801;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Rosapetra;5;13/07/2020;19/07/2020;camere familiari;1.228;1.668;1.668;1.668;1.228;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Villa Sogno;;13/07/2020;19/07/2020;camere familiari;96;96;106;;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Hotel Alaska;4;13/07/2020;19/07/2020;camere familiari;157;157;203;203;157;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Meublè Oasi;2;13/07/2020;19/07/2020;camere familiari;168;169;188;;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Apartment In The Centre With Free Wifi And Terrace Overlooking Dolomites;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Columbia;3;13/07/2020;19/07/2020;camere familiari;194;194;194;194;194;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Lungoboite 14 - Cortina;;13/07/2020;19/07/2020;camere familiari;196;196;;;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Sport Hotel Cortina;3;13/07/2020;19/07/2020;camere familiari;204;204;204;354;295;eur
