merchant;scraping_date;city_name;hotel_name;star;Starting_period;Ending_period;Camera;Price 1;Price 2;Price 3;Price 4;Price 5;currency
trivago;2020-05-25;CORTINA D?AMPEZZO;Bellaria;3;13/07/2020;19/07/2020;camere familiari;205;205;291;291;205;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Villa Lacedel;;13/07/2020;19/07/2020;camere familiari;227;227;263;;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Hotel Serena Cortina;3;13/07/2020;19/07/2020;camere familiari;226;228;226;283;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Villa Pocol;;13/07/2020;19/07/2020;camere familiari;228;228;268;;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Chalet Pocol;;13/07/2020;19/07/2020;camere familiari;228;228;268;;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Chalet Lacedel;;13/07/2020;19/07/2020;camere familiari;228;228;268;;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Bucaneve;;13/07/2020;19/07/2020;camere familiari;228;228;268;;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Villa Riadezeto;;13/07/2020;19/07/2020;camere familiari;228;228;268;;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Villa Ca Perosego;;13/07/2020;19/07/2020;camere familiari;228;228;268;;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Villa Ca' Bonel;;13/07/2020;19/07/2020;camere familiari;227;228;263;;;eur
trivago;2020-05-25;CORTINA D?AMPEZZO;Villa Donea;;13/07/2020;19/07/2020;camere familiari;228;228;268;;;eur
trivago;2020-05-25;CORVARA IN BADIA;Hotel Sassongher;5;13/07/2020;19/07/2020;camere familiari;498;498;498;744;706;eur
trivago;2020-05-25;CORVARA IN BADIA;Belavista;;13/07/2020;19/07/2020;camere familiari;134;134;;;;eur
trivago;2020-05-25;CORVARA IN BADIA;Vila Altonn;;13/07/2020;19/07/2020;camere familiari;144;144;144;;;eur
trivago;2020-05-25;CORVARA IN BADIA;Appartamento Alberto;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;CORVARA IN BADIA;Residence Salvan;3;13/07/2020;19/07/2020;camere familiari;146;163;168;;;eur
trivago;2020-05-25;CORVARA IN BADIA;Residence Alice Nel Paese Dell Armentarola;;13/07/2020;19/07/2020;camere familiari;165;165;182;;;eur
trivago;2020-05-25;CORVARA IN BADIA;Gabrieli;;13/07/2020;19/07/2020;camere familiari;186;186;186;;;eur
trivago;2020-05-25;CORVARA IN BADIA;Ciasa Blancia;;13/07/2020;19/07/2020;camere familiari;191;191;191;;;eur
trivago;2020-05-25;CORVARA IN BADIA;Hotel Gran Fanes;3;13/07/2020;19/07/2020;camere familiari;243;243;291;291;243;eur
trivago;2020-05-25;CORVARA IN BADIA;Hotel Marmolada;4;13/07/2020;19/07/2020;camere familiari;464;464;515;515;464;eur
trivago;2020-05-25;PESCASSEROLI;Cocoon;3;13/07/2020;19/07/2020;camere familiari;75;75;75;;;eur
trivago;2020-05-25;PESCASSEROLI;Orso Bianco;3;13/07/2020;19/07/2020;camere familiari;78;82;78;93;82;eur
trivago;2020-05-25;PESCASSEROLI;La Casa Al Vicoletto;;13/07/2020;19/07/2020;camere familiari;85;85;85;;;eur
trivago;2020-05-25;PESCASSEROLI;Hotel Pinguino;3;13/07/2020;19/07/2020;camere familiari;88;88;171;196;;eur
trivago;2020-05-25;PESCASSEROLI;Pescasseroli - Trilocale In Residence La Madonnina;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;PESCASSEROLI;Paradiso;3;13/07/2020;19/07/2020;camere familiari;93;93;93;;;eur
trivago;2020-05-25;PESCASSEROLI;Alle Vecchie Arcate;3;13/07/2020;19/07/2020;camere familiari;95;95;95;95;95;eur
trivago;2020-05-25;PESCASSEROLI;Casa Nel Cuore Della Pineta;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;PESCASSEROLI;La Panoramica 89;3;13/07/2020;19/07/2020;camere familiari;117;117;117;117;117;eur
trivago;2020-05-25;PESCASSEROLI;Pescasseroli Holiday House;;13/07/2020;19/07/2020;camere familiari;123;123;123;;;eur
trivago;2020-05-25;PESCASSEROLI;Iris;3;13/07/2020;19/07/2020;camere familiari;123;124;123;;;eur
trivago;2020-05-25;PESCASSEROLI;Faggio Rosso;3;13/07/2020;19/07/2020;camere familiari;124;124;124;124;124;eur
trivago;2020-05-25;PESCASSEROLI;Principe Di Napoli 3;;13/07/2020;19/07/2020;camere familiari;128;128;128;;;eur
trivago;2020-05-25;PESCASSEROLI;Un Cottage A Pescasseroli;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;PESCASSEROLI;Residence Club Primula;4;13/07/2020;19/07/2020;camere familiari;142;142;142;161;161;eur
trivago;2020-05-25;PESCASSEROLI;Hotel Sport Daniel;4;13/07/2020;19/07/2020;camere familiari;149;150;150;150;150;eur
trivago;2020-05-25;PESCASSEROLI;Bamby;3;13/07/2020;19/07/2020;camere familiari;164;164;164;164;164;eur
trivago;2020-05-25;PESCASSEROLI;Grand del Parco;3;13/07/2020;19/07/2020;camere familiari;160;179;160;190;179;eur
trivago;2020-05-25;PESCASSEROLI;Borgo Delle Ginestre;;13/07/2020;19/07/2020;camere familiari;156;195;156;;;eur
trivago;2020-05-25;ABANO TERME;Hotel President Terme;5;13/07/2020;19/07/2020;camere familiari;338;397;338;338;338;eur
trivago;2020-05-25;ABANO TERME;Appartamento Internazionale;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABANO TERME;Modern & Spacious Loft Apartment For 4 In Abano;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABANO TERME;Eleganza E Relax Nel Centro;;13/07/2020;19/07/2020;camere familiari;91;91;114;;;eur
trivago;2020-05-25;ABANO TERME;Agriturismo Monteortone;;13/07/2020;19/07/2020;camere familiari;96;96;96;96;96;eur
trivago;2020-05-25;ABANO TERME;La Casa Di Giò;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABANO TERME;Casarelax;;13/07/2020;19/07/2020;camere familiari;104;104;104;;;eur
trivago;2020-05-25;ABANO TERME;Suite 102 Zona Pedonale;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABANO TERME;Park Hotel Terme;4;13/07/2020;19/07/2020;camere familiari;119;119;119;119;119;eur
trivago;2020-05-25;ABANO TERME;Casa Nespolo Abano Terme;;13/07/2020;19/07/2020;camere familiari;122;123;;;;eur
trivago;2020-05-25;ABANO TERME;Corte Dacqua: App. Lilium;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ABANO TERME;Hotel Terme Orvieto;4;13/07/2020;19/07/2020;camere familiari;299;299;299;299;299;eur
trivago;2020-05-25;ACIREALE;Baita Di Mare;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ACIREALE;Casa Vacanze Al Mare Pozzillo;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ACIREALE;Casa Agata;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ACIREALE;La Corte Di Aci - (casa Aci);;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ACIREALE;La Corte Di Aci - (casa Galatea);;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ACIREALE;Minicurcu;;13/07/2020;19/07/2020;camere familiari;71;74;71;;;eur
trivago;2020-05-25;ACIREALE;sciddicu rooms;;13/07/2020;19/07/2020;camere familiari;74;74;74;;;eur
trivago;2020-05-25;ACIREALE;Casa delle Aci;;13/07/2020;19/07/2020;camere familiari;75;75;75;;;eur
trivago;2020-05-25;ACIREALE;House Bellavista;;13/07/2020;19/07/2020;camere familiari;75;75;75;;;eur
trivago;2020-05-25;ACIREALE;La Corte Di Aci (casa Aci);;13/07/2020;19/07/2020;camere familiari;76;76;76;;;eur
trivago;2020-05-25;ACIREALE;Casa Desy;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ACIREALE;Casa Sicilia Acireale;;13/07/2020;19/07/2020;camere familiari;76;76;76;;;eur
trivago;2020-05-25;ACIREALE;Casaluna Santa Tecla Mare;;13/07/2020;19/07/2020;camere familiari;76;76;76;;;eur
trivago;2020-05-25;ACIREALE;Al Borgo Marinaro;;13/07/2020;19/07/2020;camere familiari;78;78;;;;eur
trivago;2020-05-25;ACIREALE;Barocco Etna E Mare;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;ACIREALE;La Via Del Mare - Acireale Centro Storico;;13/07/2020;19/07/2020;camere familiari;80;80;;;;eur
trivago;2020-05-25;ACIREALE;Maranino;;13/07/2020;19/07/2020;camere familiari;81;81;81;;;eur
trivago;2020-05-25;ACIREALE;Holidays In Sicily;;13/07/2020;19/07/2020;camere familiari;82;82;82;;;eur
trivago;2020-05-25;ACIREALE;La Maison Blanche;;13/07/2020;19/07/2020;camere familiari;84;84;84;;;eur
trivago;2020-05-25;ACIREALE;Casa Vacanze Dante;;13/07/2020;19/07/2020;camere familiari;84;84;84;;;eur
trivago;2020-05-25;ACIREALE;Casa Sommacco (capo Mulini);;13/07/2020;19/07/2020;camere familiari;84;84;84;;;eur
trivago;2020-05-25;ACIREALE;Villa Corallo Dell'Etna;;13/07/2020;19/07/2020;camere familiari;75;86;75;75;75;eur
trivago;2020-05-25;ACIREALE;Baia Pozzillo;;13/07/2020;19/07/2020;camere familiari;86;86;86;;;eur
trivago;2020-05-25;ACIREALE;Appartampeppe;;13/07/2020;19/07/2020;camere familiari;87;87;87;;;eur
trivago;2020-05-25;ACIREALE;Suite Panoramica , Parcheggio, In Villa Etna-mare.;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;BORMIO;Casa Lucia;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;BORMIO;Chalet Dellermellino;;13/07/2020;19/07/2020;camere familiari;105;105;115;;;eur
trivago;2020-05-25;BORMIO;Casa Alberti;;13/07/2020;19/07/2020;camere familiari;114;114;114;;;eur
trivago;2020-05-25;BORMIO;Villa Alma;;13/07/2020;19/07/2020;camere familiari;115;115;115;;;eur
trivago;2020-05-25;BORMIO;Villa Feleit;;13/07/2020;19/07/2020;camere familiari;117;117;128;;;eur
trivago;2020-05-25;BORMIO;Casa Vacanza Valfurva;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;BORMIO;Delizioso Bilocale Immerso Nel Verde Comodissimo;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;BORMIO;Residenza Sertorelli;;13/07/2020;19/07/2020;camere familiari;123;123;;;;eur
trivago;2020-05-25;BORMIO;Italianway - San Pietro 8;;13/07/2020;19/07/2020;camere familiari;126;126;190;;;eur
trivago;2020-05-25;BORMIO;Appartamento Ampio;;13/07/2020;19/07/2020;camere familiari;127;127;127;;;eur
trivago;2020-05-25;BORMIO;Voglia Di Veglia;;13/07/2020;19/07/2020;camere familiari;131;131;131;;;eur
trivago;2020-05-25;BORMIO;Chalet Stelle Di Neve;;13/07/2020;19/07/2020;camere familiari;133;133;133;;;eur
trivago;2020-05-25;BORMIO;Casa Melide;;13/07/2020;19/07/2020;camere familiari;136;136;;;;eur
trivago;2020-05-25;BORMIO;Chalet Ceppo;;13/07/2020;19/07/2020;camere familiari;137;137;137;;;eur
trivago;2020-05-25;BORMIO;Appartamenti Serena;;13/07/2020;19/07/2020;camere familiari;140;140;140;;;eur
trivago;2020-05-25;BORMIO;Casa Fonsi, Ampio Alloggio In Posizione Strategica;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;BORMIO;Appartamento Eira;;13/07/2020;19/07/2020;camere familiari;147;147;;;;eur
trivago;2020-05-25;BORMIO;Vallecetta 2;;13/07/2020;19/07/2020;camere familiari;149;149;149;;;eur
trivago;2020-05-25;BORMIO;Bormio Appartamento Alla Fontana In Mansarda;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;BORMIO;Residence Rose;;13/07/2020;19/07/2020;camere familiari;154;154;154;;;eur
trivago;2020-05-25;BORMIO;Appartamenti Pirovano;;13/07/2020;19/07/2020;camere familiari;155;155;155;;;eur
trivago;2020-05-25;BORMIO;Mansarda In Villa Santa Cecilia;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;BORMIO;Chrys B&b 2;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;BORMIO;Baita Clementi;4;13/07/2020;19/07/2020;camere familiari;165;165;165;165;165;eur
trivago;2020-05-25;BORMIO;Hotel Gufo;3;13/07/2020;19/07/2020;camere familiari;166;166;166;166;166;eur
trivago;2020-05-25;MONTECATINI ;Attico Magnani Centrale E Luminoso A Montecatini;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;MONTECATINI ;Grand Hotel & La Pace;5;13/07/2020;19/07/2020;camere familiari;327;327;327;;;eur
trivago;2020-05-25;MONTECATINI ;Hotel Montecatini Palace;5;13/07/2020;19/07/2020;camere familiari;339;367;370;370;339;eur
trivago;2020-05-25;MONTECATINI ;Grand Hotel Bellavista Palace;5;13/07/2020;19/07/2020;camere familiari;322;376;322;322;322;eur
trivago;2020-05-25;MONTECATINI ;La Casetta Nel Verde, Aperta Al Mondo;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;MONTECATINI ;Holiday Matteotti;;13/07/2020;19/07/2020;camere familiari;44;44;44;54;;eur
trivago;2020-05-25;MONTECATINI ;Hotel Florida;3;13/07/2020;19/07/2020;camere familiari;48;48;48;48;48;eur
trivago;2020-05-25;MONTECATINI ;Salus;3;13/07/2020;19/07/2020;camere familiari;51;51;51;65;65;eur
trivago;2020-05-25;MONTECATINI ;Montecatini Suites;;13/07/2020;19/07/2020;camere familiari;53;53;56;;;eur
trivago;2020-05-25;MONTECATINI ;Giovanna;3;13/07/2020;19/07/2020;camere familiari;53;53;53;53;53;eur
trivago;2020-05-25;MONTECATINI ;Hotel Resort Montecatini;3;13/07/2020;19/07/2020;camere familiari;54;54;54;;;eur
trivago;2020-05-25;MONTECATINI ;Dolfi Home;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;MONTECATINI ;Il Girasole Con Wi-fi Unlimited;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;MONTECATINI ;Hotel Tonfoni;3;13/07/2020;19/07/2020;camere familiari;62;62;74;74;67;eur
trivago;2020-05-25;MONTECATINI ;Dalla Bibi;;13/07/2020;19/07/2020;camere familiari;65;65;65;;;eur
trivago;2020-05-25;MONTECATINI ;Appartamento Posizione Strategica;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;MONTECATINI ;Hotel Conchiglia;2;13/07/2020;19/07/2020;camere familiari;68;68;68;73;73;eur
trivago;2020-05-25;MONTECATINI ;Prati;3;13/07/2020;19/07/2020;camere familiari;69;69;69;69;69;eur
trivago;2020-05-25;MONTECATINI ;Marina;3;13/07/2020;19/07/2020;camere familiari;69;69;69;;;eur
trivago;2020-05-25;MONTECATINI ;Innocenti;3;13/07/2020;19/07/2020;camere familiari;67;71;71;71;71;eur
trivago;2020-05-25;MONTECATINI ;Casa Jessica;;13/07/2020;19/07/2020;camere familiari;73;73;;;;eur
trivago;2020-05-25;MONTECATINI ;Appartamento A Villa Tosca;;13/07/2020;19/07/2020;camere familiari;75;75;75;;;eur
trivago;2020-05-25;MONTECATINI ;B&B Casa Fedora;;13/07/2020;19/07/2020;camere familiari;76;76;76;76;76;eur
trivago;2020-05-25;MONTECATINI ;Petit Chateau;;13/07/2020;19/07/2020;camere familiari;77;78;103;103;88;eur
trivago;2020-05-25;MONTECATINI ;Venezia;3;13/07/2020;19/07/2020;camere familiari;78;78;78;78;78;eur
trivago;2020-05-25;SALSOMAGGIORE ;Hotel Roma;3;13/07/2020;19/07/2020;camere familiari;69;69;69;69;69;eur
trivago;2020-05-25;SALSOMAGGIORE ;Appartamento In Collina A Salsomaggiore Terme;;13/07/2020;19/07/2020;camere familiari;;;;;;eur
trivago;2020-05-25;SALSOMAGGIORE ;Ricordo Du Parc;3;13/07/2020;19/07/2020;camere familiari;82;82;93;108;102;eur
trivago;2020-05-25;SALSOMAGGIORE ;Albergo Esperia;;13/07/2020;19/07/2020;camere familiari;86;86;86;101;101;eur
trivago;2020-05-25;SALSOMAGGIORE ;Elite;3;13/07/2020;19/07/2020;camere familiari;96;96;96;96;96;eur
trivago;2020-05-25;SALSOMAGGIORE ;Farnese;3;13/07/2020;19/07/2020;camere familiari;96;96;100;106;96;eur
trivago;2020-05-25;SALSOMAGGIORE ;Bruna;;13/07/2020;19/07/2020;camere familiari;96;96;96;;;eur
trivago;2020-05-25;SALSOMAGGIORE ;Boomerang Tabiano;3;13/07/2020;19/07/2020;camere familiari;105;105;115;115;115;eur
trivago;2020-05-25;SALSOMAGGIORE ;Hotel Garden Ristorante;3;13/07/2020;19/07/2020;camere familiari;107;107;123;123;116;eur
trivago;2020-05-25;SALSOMAGGIORE ;Plaza;3;13/07/2020;19/07/2020;camere familiari;111;119;111;111;111;eur
trivago;2020-05-25;SALSOMAGGIORE ;Querce;3;13/07/2020;19/07/2020;camere familiari;123;123;123;123;123;eur
trivago;2020-05-25;SALSOMAGGIORE ;Hotel Ducale;3;13/07/2020;19/07/2020;camere familiari;129;141;129;129;129;eur
trivago;2020-05-25;SALSOMAGGIORE ;Casa Romagnosi;4;13/07/2020;19/07/2020;camere familiari;153;153;153;153;153;eur
trivago;2020-05-25;SALSOMAGGIORE ;Hotel Pandos;4;13/07/2020;19/07/2020;camere familiari;153;153;170;170;153;eur
trivago;2020-05-25;SALSOMAGGIORE ;Azzurra;;13/07/2020;19/07/2020;camere familiari;168;168;168;;;eur
trivago;2020-05-25;SALSOMAGGIORE ;Regina;4;13/07/2020;19/07/2020;camere familiari;187;187;187;187;187;eur
trivago;2020-05-25;FIRENZE;Donati Luxury Tower;;10/08/2020;15/08/2020;camere familiari;440;440;440;;;eur
trivago;2020-05-25;FIRENZE;LHP Hotel River & SPA;5;10/08/2020;15/08/2020;camere familiari;432;484;432;432;432;eur
trivago;2020-05-25;FIRENZE;Helvetia & Bristol Firenze - Starhotels Collezione;5;10/08/2020;15/08/2020;camere familiari;384;500;500;489;384;eur
trivago;2020-05-25;FIRENZE;Hotel Montebello Splendid;5;10/08/2020;15/08/2020;camere familiari;500;500;500;600;600;eur
trivago;2020-05-25;FIRENZE;Ville sull'Arno;5;10/08/2020;15/08/2020;camere familiari;453;503;502;546;487;eur
trivago;2020-05-25;FIRENZE;Hotel Lungarno;5;10/08/2020;15/08/2020;camere familiari;530;530;664;602;602;eur
trivago;2020-05-25;FIRENZE;Hotel Regency;5;10/08/2020;15/08/2020;camere familiari;303;549;529;529;303;eur
trivago;2020-05-25;FIRENZE;Hotel Antica Torre di Via Tornabuoni 1;5;10/08/2020;15/08/2020;camere familiari;485;589;485;517;517;eur
trivago;2020-05-25;FIRENZE;Four Seasons Hotel Firenze;5;10/08/2020;15/08/2020;camere familiari;693;693;693;1.146;693;eur
trivago;2020-05-25;FIRENZE;Sina Villa Medici, Autograph Collection;5;10/08/2020;15/08/2020;camere familiari;770;770;770;806;806;eur
trivago;2020-05-25;FIRENZE;Hotel Villa La Vedetta;5;10/08/2020;15/08/2020;camere familiari;775;775;775;775;775;eur
trivago;2020-05-25;FIRENZE;JK Place Firenze;5;10/08/2020;15/08/2020;camere familiari;1.120;1.120;1.210;1.210;1.120;eur
trivago;2020-05-25;FIRENZE;Hotel Villa Cora;5;10/08/2020;15/08/2020;camere familiari;868;1.169;868;868;;eur
trivago;2020-05-25;MILANO;Hotel VIU Milan;5;10/08/2020;15/08/2020;camere familiari;346;389;420;572;484;eur
trivago;2020-05-25;MILANO;Magna Pars Suites;5;10/08/2020;15/08/2020;camere familiari;323;418;369;369;418;eur
trivago;2020-05-25;MILANO;ME Milan Il Duca;5;10/08/2020;15/08/2020;camere familiari;582;641;641;641;582;eur
trivago;2020-05-25;MILANO;Hotel Meliá Milano;5;10/08/2020;15/08/2020;camere familiari;690;716;690;690;;eur
trivago;2020-05-25;MILANO;Four Seasons Hotel Milano;5;10/08/2020;15/08/2020;camere familiari;670;798;670;771;670;eur
trivago;2020-05-25;MILANO;Mandarin Oriental, Milan;5;10/08/2020;15/08/2020;camere familiari;1.764;1.764;1.770;1.891;1.749;eur
trivago;2020-05-25;MILANO;Armani Hotel Milano;5;10/08/2020;15/08/2020;camere familiari;4.620;4.620;4.620;4.620;4.620;eur
trivago;2020-05-25;MILANO;Euro Inn;;10/08/2020;15/08/2020;camere familiari;52;52;55;55;53;eur
trivago;2020-05-25;MILANO;Hostel California;;10/08/2020;15/08/2020;camere familiari;48;58;55;59;59;eur
trivago;2020-05-25;MILANO;Hotel Greco;2;10/08/2020;15/08/2020;camere familiari;68;68;74;;;eur
trivago;2020-05-25;MILANO;Bovisa;;10/08/2020;15/08/2020;camere familiari;69;69;75;;;eur
trivago;2020-05-25;MILANO;New Generation Hostel Chic Sempione;;10/08/2020;15/08/2020;camere familiari;75;75;82;;;eur
trivago;2020-05-25;MILANO;Hotel Catalani e Madrid;2;10/08/2020;15/08/2020;camere familiari;77;77;77;;;eur
trivago;2020-05-25;MILANO;Golden Milano;;10/08/2020;15/08/2020;camere familiari;85;85;83;91;89;eur
trivago;2020-05-25;MILANO;Milano Hostel;;10/08/2020;15/08/2020;camere familiari;81;86;85;;;eur
trivago;2020-05-25;MILANO;Corvetto;1;10/08/2020;15/08/2020;camere familiari;88;88;89;;;eur
trivago;2020-05-25;MILANO;Central Hostel Milano;;10/08/2020;15/08/2020;camere familiari;95;95;169;;;eur
trivago;2020-05-25;MILANO;Best Western Antares Hotel Concorde;4;10/08/2020;15/08/2020;camere familiari;96;96;112;133;127;eur
trivago;2020-05-25;MILANO;Residenza Certosa;;10/08/2020;15/08/2020;camere familiari;97;97;;;;eur
trivago;2020-05-25;MILANO;Elite Milano Apartments;;10/08/2020;15/08/2020;camere familiari;103;103;111;;;eur
trivago;2020-05-25;MILANO;Red Line Milano;;10/08/2020;15/08/2020;camere familiari;107;107;116;;;eur
trivago;2020-05-25;MILANO;Babila Hostel;;10/08/2020;15/08/2020;camere familiari;110;110;99;99;110;eur
trivago;2020-05-25;MILANO;Acca Palace;4;10/08/2020;15/08/2020;camere familiari;70;120;120;112;70;eur
trivago;2020-05-25;MILANO;Klima Hotel Milano Fiere;4;10/08/2020;15/08/2020;camere familiari;121;121;135;129;121;eur
trivago;2020-05-25;MILANO;Montecarlo;3;10/08/2020;15/08/2020;camere familiari;123;123;129;145;139;eur
trivago;2020-05-25;NAPOLI;Ausonia;;10/08/2020;15/08/2020;camere familiari;92;92;98;113;106;eur
trivago;2020-05-25;NAPOLI;Skyhouse Beverello;;10/08/2020;15/08/2020;camere familiari;149;151;160;160;160;eur
trivago;2020-05-25;NAPOLI;It's Room;;10/08/2020;15/08/2020;camere familiari;107;162;142;120;107;eur
trivago;2020-05-25;NAPOLI;Appartamento Vista Mare napoli;;10/08/2020;15/08/2020;camere familiari;165;165;181;;;eur
trivago;2020-05-25;NAPOLI;Corte Capomazza Appartamenti;5;10/08/2020;15/08/2020;camere familiari;154;207;157;157;;eur
trivago;2020-05-25;NAPOLI;Riviera Luxury Suites;;10/08/2020;15/08/2020;camere familiari;308;308;308;;;eur
trivago;2020-05-25;NAPOLI;Motel Annalisa;;10/08/2020;15/08/2020;camere familiari;44;44;44;;;eur
trivago;2020-05-25;NAPOLI;Carlos Room;;10/08/2020;15/08/2020;camere familiari;48;48;48;;;eur
trivago;2020-05-25;NAPOLI;Napoli Panoramica;;10/08/2020;15/08/2020;camere familiari;50;50;;;;eur
trivago;2020-05-25;NAPOLI;Hotel Colombo;3;10/08/2020;15/08/2020;camere familiari;40;54;50;66;50;eur
trivago;2020-05-25;NAPOLI;Il Basso Nel Vicoletto;;10/08/2020;15/08/2020;camere familiari;65;65;65;;;eur
trivago;2020-05-25;NAPOLI;Casa Soprammuro;;10/08/2020;15/08/2020;camere familiari;66;66;66;;;eur
trivago;2020-05-25;NAPOLI;Ginevra;1;10/08/2020;15/08/2020;camere familiari;65;66;65;;;eur
trivago;2020-05-25;NAPOLI;Apartment With Terrace In Spaccanapoli;;10/08/2020;15/08/2020;camere familiari;66;66;106;;;eur
trivago;2020-05-25;NAPOLI;Napoli Stazione;;10/08/2020;15/08/2020;camere familiari;68;68;180;;;eur
trivago;2020-05-25;NAPOLI;Dante Casa Vacanze;;10/08/2020;15/08/2020;camere familiari;68;68;90;;;eur
trivago;2020-05-25;NAPOLI;Angioino Rooms;;10/08/2020;15/08/2020;camere familiari;69;69;69;69;69;eur
trivago;2020-05-25;NAPOLI;Don Vittorio Home;;10/08/2020;15/08/2020;camere familiari;70;70;70;;;eur
trivago;2020-05-25;NAPOLI;La Casa Di Toto;;10/08/2020;15/08/2020;camere familiari;72;72;72;;;eur
trivago;2020-05-25;NAPOLI;American Hotel Naples;4;10/08/2020;15/08/2020;camere familiari;68;74;101;101;68;eur
trivago;2020-05-25;NAPOLI;A Casa E Margari;;10/08/2020;15/08/2020;camere familiari;74;74;85;85;74;eur
trivago;2020-05-25;ROMA;Liberty Rome Suites;;10/08/2020;15/08/2020;camere familiari;98;98;100;100;;eur
trivago;2020-05-25;ROMA;B&B Mr. Brown;;10/08/2020;15/08/2020;camere familiari;107;107;107;107;107;eur
trivago;2020-05-25;ROMA;Residenza Crescenzio;;10/08/2020;15/08/2020;camere familiari;167;167;184;184;167;eur
trivago;2020-05-25;ROMA;Casa Vacanze SPQR;;10/08/2020;15/08/2020;camere familiari;228;228;228;;;eur
trivago;2020-05-25;ROMA;Casa Belsiana Luxury Apartment;5;10/08/2020;15/08/2020;camere familiari;224;228;239;;;eur
trivago;2020-05-25;ROMA;Grand Hotel De La Minerve;5;10/08/2020;15/08/2020;camere familiari;252;252;567;567;567;eur
trivago;2020-05-25;ROMA;Grand Hotel Palace;5;10/08/2020;15/08/2020;camere familiari;257;257;;;;eur
trivago;2020-05-25;ROMA;Parco Delle Nazioni;5;10/08/2020;15/08/2020;camere familiari;301;301;301;301;294;eur
trivago;2020-05-25;ROMA;Hotel Indigo Rome - St. George;5;10/08/2020;15/08/2020;camere familiari;255;302;327;361;281;eur
trivago;2020-05-25;ROMA;NH Collection Palazzo Cinquecento;5;10/08/2020;15/08/2020;camere familiari;311;321;392;457;362;eur
trivago;2020-05-25;ROMA;Lord Byron;5;10/08/2020;15/08/2020;camere familiari;181;369;464;464;369;eur
trivago;2020-05-25;ROMA;Locanda del Sole;;10/08/2020;15/08/2020;camere familiari;374;374;414;414;;eur
trivago;2020-05-25;ROMA;Palazzo Dama;5;10/08/2020;15/08/2020;camere familiari;395;395;395;395;395;eur
trivago;2020-05-25;ROMA;The H'All Tailor Suite;5;10/08/2020;15/08/2020;camere familiari;465;465;542;542;465;eur
trivago;2020-05-25;ROMA;Starhotels Hotel d'Inghilterra Roma;5;10/08/2020;15/08/2020;camere familiari;446;477;446;564;564;eur
trivago;2020-05-25;ROMA;Rome Cavalieri, A Waldorf Astoria Hotel;5;10/08/2020;15/08/2020;camere familiari;458;508;489;546;513;eur
trivago;2020-05-25;ROMA;Hotel Sina Bernini Bristol;5;10/08/2020;15/08/2020;camere familiari;584;584;584;584;;eur
trivago;2020-05-25;ROMA;Raphaël Hotel;5;10/08/2020;15/08/2020;camere familiari;455;617;455;554;617;eur
